image_id direction image_path processed left_top_x left_top_y right_top_x right_top_y left_middle_x left_middle_y right_middle_x right_middle_y left_bottom_x left_bottom_y right_bottom_x right_bottom_y update_at
721 left images/left_resize/264620160108_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
722 left images/left_resize/264720160429_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
723 left images/left_resize/264720160831_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
724 left images/left_resize/264820161005_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
725 left images/left_resize/265020161109_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
726 left images/left_resize/265120160511_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
727 left images/left_resize/265220160210_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
728 left images/left_resize/265220160923_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
729 left images/left_resize/265220161109_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
730 left images/left_resize/265420161125_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
731 left images/left_resize/265520160729_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
732 left images/left_resize/265620161104_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
733 left images/left_resize/265820160511_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
734 left images/left_resize/265820160805_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
735 left images/left_resize/266120160219_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
736 left images/left_resize/266120160805_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
737 left images/left_resize/266420160513_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
738 left images/left_resize/266520161012_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
739 left images/left_resize/266520161026_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
740 left images/left_resize/266520161109_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
741 left images/left_resize/266520161116_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
742 left images/left_resize/266520161123_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
743 left images/left_resize/266720160318_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
744 left images/left_resize/266920160311_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
745 left images/left_resize/267020160427_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
746 left images/left_resize/267120160108_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
747 left images/left_resize/267120160525_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
748 left images/left_resize/267220151223_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
749 left images/left_resize/267320160323_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
750 left images/left_resize/267320161102_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
751 left images/left_resize/267520160518_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
752 left images/left_resize/267720160120_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
753 left images/left_resize/267820160914_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
754 left images/left_resize/267920160422_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
755 left images/left_resize/267920160608_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
756 left images/left_resize/267920160629_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
757 left images/left_resize/267920161130_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
758 left images/left_resize/268020161125_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
759 left images/left_resize/268120160511_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
760 left images/left_resize/268120160727_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
761 left images/left_resize/268120160914_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
762 left images/left_resize/268220160615_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
763 left images/left_resize/268220160713_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
764 left images/left_resize/268320160420_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
765 left images/left_resize/268420161026_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
766 left images/left_resize/268620160803_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
767 left images/left_resize/268620160928_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
768 left images/left_resize/268720151223_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
769 left images/left_resize/268820160513_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
770 left images/left_resize/268920160325_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
771 left images/left_resize/268920160810_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
772 left images/left_resize/269020160525_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
773 left images/left_resize/269120160518_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
774 left images/left_resize/269120160520_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
775 left images/left_resize/269220160610_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
776 left images/left_resize/269320161207_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
777 left images/left_resize/269520161125_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
778 left images/left_resize/269720160323_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
779 left images/left_resize/269720160401_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
780 left images/left_resize/269720160415_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
781 left images/left_resize/269720160603_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
782 left images/left_resize/269720160907_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
783 left images/left_resize/269820160708_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
784 left images/left_resize/269820161116_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
785 left images/left_resize/269920160608_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
786 left images/left_resize/270020161130_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
787 left images/left_resize/270120160622_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
788 left images/left_resize/270220160615_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
789 left images/left_resize/270420160427_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
790 left images/left_resize/270520160831_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
791 left images/left_resize/270620160302_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
792 left images/left_resize/270620160810_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
793 left images/left_resize/270920160406_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
794 left images/left_resize/271020160129_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
795 left images/left_resize/271020160629_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
796 left images/left_resize/271120160914_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
797 left images/left_resize/271120160928_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
798 left images/left_resize/271120161116_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
799 left images/left_resize/271220161130_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
800 left images/left_resize/271520160622_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
801 left images/left_resize/271620161102_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
802 left images/left_resize/272020160914_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
803 left images/left_resize/272120160511_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
804 left images/left_resize/272120161130_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
805 left images/left_resize/272220160302_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
806 left images/left_resize/272220160720_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
807 left images/left_resize/272320160120_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
808 left images/left_resize/272320160817_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
809 left images/left_resize/272320161019_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
810 left images/left_resize/272420160309_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
811 left images/left_resize/272420160603_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
812 left images/left_resize/272520160427_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
813 left images/left_resize/272520160803_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
814 left images/left_resize/272620160210_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
815 left images/left_resize/272920160527_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
816 left images/left_resize/273220160420_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
817 left images/left_resize/273220160511_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
818 left images/left_resize/273320160217_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
819 left images/left_resize/273320160420_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
820 left images/left_resize/273320160629_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
821 left images/left_resize/273420160420_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
822 left images/left_resize/273420160720_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
823 left images/left_resize/273520160420_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
824 left images/left_resize/273620160525_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
825 left images/left_resize/273820161123_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
826 left images/left_resize/274020160415_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
827 left images/left_resize/274020160608_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
828 left images/left_resize/274020160615_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
829 left images/left_resize/274020160810_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
830 left images/left_resize/274120160113_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
831 left images/left_resize/274220160309_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
832 left images/left_resize/274220160831_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
833 left images/left_resize/274320160622_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
834 left images/left_resize/274620160610_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
835 left images/left_resize/274820160401_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
836 left images/left_resize/274920160217_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
837 left images/left_resize/275120160302_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
838 left images/left_resize/275220161125_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
839 left images/left_resize/275420160427_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
840 left images/left_resize/275420160817_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
841 left images/left_resize/275520160427_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
842 left images/left_resize/275520160518_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
843 left images/left_resize/275620160427_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
844 left images/left_resize/275720160427_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
845 left images/left_resize/275920160311_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
846 left images/left_resize/276120161125_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
847 left images/left_resize/276320160713_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
848 left images/left_resize/276320160720_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
849 left images/left_resize/276420160330_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
850 left images/left_resize/276520160622_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
851 left images/left_resize/276620160601_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
852 left images/left_resize/276720161123_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
853 left images/left_resize/276820160427_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
854 left images/left_resize/277120160302_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
855 left images/left_resize/277120160622_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
856 left images/left_resize/277320160226_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
857 left images/left_resize/277420160713_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
858 left images/left_resize/277520160608_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
859 left images/left_resize/277520160727_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
860 left images/left_resize/277820160203_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
861 left images/left_resize/277920160713_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
862 left images/left_resize/278020160504_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
863 left images/left_resize/278220160511_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
864 left images/left_resize/278220160518_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
865 left images/left_resize/278320160511_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
866 left images/left_resize/278420160106_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
867 left images/left_resize/278520161130_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
868 left images/left_resize/278820160629_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
869 left images/left_resize/278920160309_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
870 left images/left_resize/279120160420_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
871 left images/left_resize/279220160106_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
872 left images/left_resize/279220160518_l_300_400.jpg 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
